CustomerID,Age,Gender,Category,ItemPurchased,Amount,Season,PaymentMethod,ItemRating,DiscountApplied(%),PreviousPurchases,CustomerSegment
228,43,Male,Electronics,Smart Watch,2234.05,Summer,Card,4.2,12,6,2
229,60,Male,Sports,Yoga Mat,106.49,Summer,Card,3.4,16,3,1
230,55,Male,Electronics,Headphones,2024.08,Summer,Card,3.2,18,4,2
231,55,Male,Mens Clothing,Shirt,122.22,Summer,Card,4.1,13,4,1
232,51,Female,Beauty,Perfume,112.88,Autumn,Card,4.9,22,6,1
233,58,Male,Footwear,Sandals,66.28,Winter,Cash on Delivery,2.7,6,3,1
234,22,Male,Sports,Dumbbells,122.95,Autumn,Card,3.1,22,6,0
235,54,Female,Beauty,Makeup Set,129.63,Spring,Card,5.0,10,5,1
236,59,Male,Mens Clothing,Jacket,191.92,Autumn,Card,3.9,21,8,1
237,22,Female,Accessories,Sunglasses,21.95,Winter,Cash on Delivery,3.6,16,3,0
238,24,Male,Electronics,Mobile Phone,1117.83,Summer,Card,2.9,13,4,0
239,58,Female,Footwear,Formal Shoes,194.03,Spring,Card,3.0,21,8,1
240,24,Female,Beauty,Makeup Set,111.59,Summer,Card,3.7,8,4,0
241,35,Female,Womens Clothing,Top,194.65,Autumn,Card,3.6,9,2,0
242,63,Male,Footwear,Formal Shoes,96.15,Winter,Card,3.2,9,2,1
243,51,Female,Accessories,Sunglasses,115.63,Winter,Card,2.9,19,7,1
244,47,Male,Sports,Football,146.95,Spring,Card,5.0,24,7,1
245,69,Male,Electronics,Headphones,2517.97,Autumn,Card,4.3,28,9,2
246,66,Female,Beauty,Makeup Set,55.2,Summer,Card,3.6,11,3,1
247,35,Female,Accessories,Wallet,161.59,Spring,Card,3.4,22,6,0
248,36,Male,Footwear,Sneakers,110.06,Spring,Card,3.9,19,7,0
249,59,Female,Accessories,Handbag,145.44,Summer,Card,4.5,22,6,1
250,20,Male,Mens Clothing,Jeans,99.49,Autumn,Cash on Delivery,3.8,18,9,0
251,46,Female,Beauty,Skincare Kit,116.53,Winter,Card,4.2,12,6,1
252,68,Male,Mens Clothing,Jacket,170.91,Winter,Card,3.8,14,7,1
253,66,Male,Sports,Yoga Mat,111.58,Autumn,Card,3.4,21,8,1
254,70,Female,Home,Kitchen Set,96.25,Autumn,Cash on Delivery,2.9,14,2,1
255,43,Female,Beauty,Perfume,118.0,Winter,Card,4.1,12,6,0
256,67,Male,Electronics,Laptop,1597.74,Summer,Card,5.0,30,10,2
257,48,Male,Mens Clothing,T-Shirt,179.87,Summer,Card,3.7,17,6,1
258,38,Female,Accessories,Sunglasses,22.14,Autumn,Cash on Delivery,4.7,9,2,0
259,41,Female,Beauty,Perfume,28.65,Summer,Card,2.3,8,4,0
260,33,Female,Accessories,Wallet,79.92,Summer,Cash on Delivery,4.2,14,2,0
261,21,Female,Beauty,Perfume,124.58,Summer,Card,4.3,19,7,0
262,26,Female,Home,Lamp,72.84,Summer,Card,3.1,14,7,0
263,35,Female,Beauty,Skincare Kit,47.94,Spring,Card,3.6,13,4,0
264,51,Male,Mens Clothing,Shirt,74.89,Spring,Cash on Delivery,3.2,22,6,1
265,58,Male,Sports,Dumbbells,246.24,Winter,Card,3.5,12,6,1
266,65,Female,Beauty,Makeup Set,135.46,Autumn,Card,4.3,24,7,1
267,31,Male,Footwear,Sneakers,220.18,Spring,Card,3.4,6,3,0
268,67,Male,Mens Clothing,Jacket,159.94,Winter,Card,4.5,10,5,1
269,29,Male,Electronics,Laptop,2391.83,Winter,Card,3.4,14,7,2
270,31,Female,Beauty,Makeup Set,112.96,Autumn,Card,5.0,13,4,0
271,42,Male,Groceries,Snacks,56.82,Spring,Card,5.0,17,6,0
272,33,Female,Groceries,Snacks,17.86,Autumn,Cash on Delivery,3.7,30,10,0
273,59,Male,Groceries,Beverages,22.31,Spring,Card,3.9,28,9,1
274,36,Male,Electronics,Smart Watch,2851.93,Autumn,Card,3.4,8,4,2
275,61,Female,Womens Clothing,Skirt,164.2,Autumn,Card,3.6,11,3,1
276,22,Male,Sports,Dumbbells,204.62,Autumn,Card,3.3,16,3,0
277,68,Female,Footwear,Sneakers,75.72,Spring,Cash on Delivery,4.3,20,5,1
278,24,Female,Footwear,Formal Shoes,105.45,Summer,Card,2.3,5,0,0
279,36,Male,Footwear,Formal Shoes,212.7,Autumn,Card,4.0,18,4,0
280,28,Female,Accessories,Handbag,98.3,Autumn,Card,3.3,24,7,0
281,59,Male,Electronics,Laptop,1775.37,Winter,Card,3.2,16,8,2
282,53,Female,Beauty,Makeup Set,146.09,Summer,Card,3.2,10,5,1
283,50,Male,Mens Clothing,T-Shirt,144.37,Winter,Card,4.6,8,4,1
284,39,Female,Womens Clothing,Jeans,107.92,Autumn,Card,4.9,13,4,0
285,27,Male,Footwear,Sneakers,138.29,Summer,Card,3.6,14,7,0
286,40,Female,Accessories,Handbag,101.69,Winter,Card,5.0,10,5,0
287,28,Female,Footwear,Sandals,198.28,Autumn,Card,3.6,20,5,0
288,61,Female,Sports,Dumbbells,171.59,Winter,Card,3.0,16,8,1
289,54,Male,Electronics,Laptop,2903.73,Spring,Card,3.7,30,10,2
290,51,Male,Footwear,Formal Shoes,206.84,Summer,Card,2.2,8,4,1
291,31,Female,Womens Clothing,Jeans,63.74,Autumn,Cash on Delivery,3.7,8,4,0
292,61,Male,Sports,Yoga Mat,64.87,Summer,Cash on Delivery,1.8,22,6,1
293,50,Female,Accessories,Sunglasses,67.82,Spring,Card,2.5,14,7,1
294,65,Female,Beauty,Skincare Kit,95.87,Autumn,Card,4.0,14,2,1
295,46,Female,Sports,Yoga Mat,142.71,Spring,Card,3.2,10,5,0
296,48,Male,Home,Lamp,218.92,Winter,Card,3.7,21,8,1
297,58,Male,Sports,Dumbbells,57.47,Winter,Card,2.5,2,1,1
298,20,Male,Mens Clothing,Jeans,170.0,Spring,Card,3.6,12,6,0
299,36,Female,Womens Clothing,Skirt,67.61,Spring,Cash on Delivery,3.8,19,7,0
300,66,Male,Mens Clothing,Jeans,141.21,Summer,Card,3.4,22,6,1
301,66,Female,Accessories,Sunglasses,57.04,Autumn,Cash on Delivery,3.5,18,4,1
302,32,Female,Womens Clothing,Dress,41.92,Autumn,Cash on Delivery,3.5,8,4,0
303,51,Male,Footwear,Formal Shoes,106.72,Autumn,Card,2.8,18,4,1
304,54,Female,Womens Clothing,Top,145.16,Summer,Card,3.1,14,7,1
305,25,Female,Accessories,Wallet,102.26,Autumn,Card,4.2,16,3,0
306,23,Male,Electronics,Headphones,1364.52,Spring,Card,4.6,24,7,2
307,52,Female,Groceries,Rice Pack,18.59,Spring,Cash on Delivery,2.5,10,5,1
308,61,Male,Mens Clothing,Jacket,166.84,Summer,Card,5.0,9,2,1
309,30,Male,Mens Clothing,Shirt,81.78,Summer,Card,2.4,11,3,0
310,45,Female,Sports,Dumbbells,80.77,Summer,Card,4.6,11,3,1
311,46,Male,Footwear,Sandals,118.69,Summer,Card,2.7,10,5,0
312,35,Female,Beauty,Skincare Kit,77.47,Summer,Card,4.3,8,4,0
313,48,Female,Accessories,Wallet,85.35,Spring,Card,4.3,4,2,1
314,48,Female,Footwear,Sandals,102.43,Spring,Card,3.6,24,7,1
315,30,Male,Groceries,Beverages,11.09,Autumn,Cash on Delivery,2.8,23,9,0
316,43,Male,Sports,Yoga Mat,30.29,Summer,Cash on Delivery,2.4,16,3,0
317,69,Female,Groceries,Snacks,79.4,Winter,Card,3.4,15,5,1
318,22,Female,Sports,Football,237.38,Spring,Card,3.4,7,1,0
319,39,Female,Groceries,Cooking Oil,56.93,Summer,Card,4.4,8,4,0
320,60,Female,Womens Clothing,Dress,187.91,Spring,Card,3.8,4,2,1
321,67,Female,Womens Clothing,Dress,144.38,Spring,Card,3.4,24,7,1
322,56,Female,Home,Curtains,139.78,Spring,Card,3.9,19,7,1
323,22,Male,Sports,Dumbbells,232.96,Summer,Card,4.1,6,3,0
324,65,Female,Beauty,Skincare Kit,79.89,Autumn,Card,5.0,24,7,1
325,38,Female,Sports,Football,240.47,Autumn,Card,3.4,8,4,0
326,42,Female,Sports,Yoga Mat,124.92,Autumn,Card,2.2,21,8,0
327,48,Female,Sports,Dumbbells,174.99,Winter,Card,4.4,18,4,1
328,32,Female,Footwear,Sandals,169.59,Summer,Card,4.8,13,4,0
329,62,Male,Sports,Dumbbells,212.29,Spring,Card,5.0,11,3,1
330,57,Male,Electronics,Headphones,2524.81,Autumn,Card,3.8,17,6,2
331,62,Male,Mens Clothing,Shirt,83.68,Spring,Cash on Delivery,2.9,10,5,1
332,60,Male,Mens Clothing,T-Shirt,128.55,Spring,Card,4.6,18,4,1
333,47,Male,Home,Curtains,284.08,Autumn,Card,3.3,16,3,0
334,57,Female,Womens Clothing,Skirt,140.29,Autumn,Card,5.0,12,6,1
335,53,Female,Accessories,Wallet,29.37,Autumn,Cash on Delivery,3.2,24,7,1
336,48,Female,Accessories,Sunglasses,79.45,Spring,Card,4.0,15,5,1
337,63,Female,Womens Clothing,Top,77.1,Winter,Cash on Delivery,2.1,17,6,1
338,49,Male,Mens Clothing,Shirt,163.61,Winter,Card,2.9,6,3,1
339,62,Female,Womens Clothing,Jeans,34.1,Autumn,Card,2.8,9,2,1
